438	-8	4
439	-6	10
440	4	0
441	33	33
442	29	-33
443	-13	-7
444	0	10
445	8	-5
446	-27	-9
447	12	-30
448	-9	-31
449	6	15
450	7	2
451	1	26
452	9	-33
453	-10	-28
454	-17	0
455	-7	-4
456	17	-23
457	5	-33
458	-30	14
459	21	-25
460	-1	4
461	17	9
462	29	-1
463	-24	22
464	31	25
465	-13	-5
466	-15	15
467	30	22
468	24	-5
469	-29	-26
470	8	-10
471	-17	27
472	24	-27
473	16	-11
474	2	20
475	5	16
476	20	-1
477	19	29
478	9	29
479	6	-19
480	32	5
481	8	4
482	7	0
483	-31	15
484	19	3
485	29	-5
486	-30	21
487	28	-31
488	31	2
489	11	-7
490	-11	-2
491	31	-26
492	22	-23
493	32	-12
494	-17	26
495	5	-1
496	26	4
497	11	16
498	-27	-21
499	21	17
500	8	-4
